source,target,seed,source_experiment,timematch_experiment,timematch_pra_experiment,source_accuracy,timematch_accuracy,timematch_pra_accuracy,pra_minus_timematch_accuracy,pra_minus_source_accuracy,source_macro_f1,timematch_macro_f1,timematch_pra_macro_f1,pra_minus_timematch_macro_f1,pra_minus_source_macro_f1,timematch_pra_enabled,pra_point_trade_off,pra_trade_off,pra_warmup_epochs,pra_min_samples_per_class,pra_pseudo_threshold,pra_bank_momentum,pseudo_selection,pseudo_margin_threshold,pseudo_entropy_threshold
france/30TXT/2017,denmark/32VNH/2017,111,pseltae_FR1,timematch_FR1_to_DK1,timematch_FR1_to_DK1_pra_p0001_e0005_w8_m2_pt090_b097_conf,0.7655395325708603,0.7844356041770264,0.7846013591911155,0.00016575501408910842,0.01906182662025524,0.5302635328134317,0.5607915125415436,0.560263925793084,-0.0005275867484595409,0.03000039297965229,True,0.001,0.005,8,2,0.90,0.97,confidence,0.05,0.30
