checkpoint_loaded,dataset,dynamics_delta_cosine_mean,dynamics_delta_cosine_std,feature_dim,feature_mode,min_source_class_count,num_classes,sequence_length_source,sequence_length_target,source,source_compactness,source_delta_activity,source_late_early_radius_ratio,source_radius_phase_cv,source_reliability,source_samples,source_separability,suggested_strength_factor,suggested_view,target,target_assignment_entropy,target_delta_activity,target_margin,target_margin_ratio,target_nearest_distance,target_samples,task,temporal_mismatch_burstiness,temporal_mismatch_cv,temporal_mismatch_mean,temporal_mismatch_std,temporal_mismatch_top20_ratio,uniform_k3_adjusted_compression,uniform_k3_compression,uniform_k5_adjusted_compression,uniform_k5_compression,uniform_k8_adjusted_compression,uniform_k8_compression,view_dynamics_score,view_global_score,view_segmented_score
False,remote,-0.09979775547981262,0.7898387908935547,10,raw_input,0,11,62,52,france/30TXT/2017,0.028277477295262088,0.03731381893157959,0.95380038022995,0.46145954728126526,0.514654966984,2048,0.014553658798750905,0.875,global,denmark/32VNH/2017,0.37745536002438357,0.04645945504307747,0.003908020909875631,0.18049290776252747,0.01974419876933098,2048,FR1->DK1,2.922041893005371,0.6111397470704627,0.043949708342552185,0.02686002478003502,0.38276469707489014,0.021267644612164543,0.03683664102558748,0.06887392552042167,0.15400677934092044,0.07212631028363774,0.20400401241410104,0.02623428543603793,0.03617644871313223,0.004014338404957487
