checkpoint_loaded,dataset,dynamics_delta_cosine_mean,dynamics_delta_cosine_std,feature_dim,feature_mode,min_source_class_count,num_classes,sequence_length_source,sequence_length_target,source,source_compactness,source_delta_activity,source_late_early_radius_ratio,source_radius_phase_cv,source_reliability,source_samples,source_separability,suggested_strength_factor,suggested_view,target,target_assignment_entropy,target_delta_activity,target_margin,target_margin_ratio,target_nearest_distance,target_samples,task,temporal_mismatch_burstiness,temporal_mismatch_cv,temporal_mismatch_mean,temporal_mismatch_std,temporal_mismatch_top20_ratio,uniform_k3_adjusted_compression,uniform_k3_compression,uniform_k5_adjusted_compression,uniform_k5_compression,uniform_k8_adjusted_compression,uniform_k8_compression,view_dynamics_score,view_global_score,view_segmented_score
False,remote,-0.18840692937374115,0.7616128325462341,10,raw_input,1,11,62,58,france/30TXT/2017,0.028943208360601602,0.03758566454052925,0.9683902859687805,0.4656901955604553,0.5905414720853309,2048,0.017092755413614213,0.875,global,austria/33UVP/2017,0.41357479169442235,0.05143476650118828,0.009704847820103168,0.35760676860809326,0.014103967696428299,2048,FR1->AT1,2.7368834018707275,0.6350178174664356,0.060008011758327484,0.03810679167509079,0.4183753728866577,0.020920069406358613,0.0362346231096804,0.06643551064963152,0.1485543179324873,0.10134483793806338,0.28664648857702524,0.05686621815051682,0.08570842655155918,0.009309927297993605
