source,target,timematch_macro_f1,source_f1,timestamp,source_tag,target_tag,seed,source_experiment,timematch_experiment
austria/33UVP/2017,france/30TXT/2017,0.6564126472980426,0.6156008900243156,20260423_174144,AT1,FR1,111,pseltae_AT1,timematch_AT1_to_FR1
