source,target,timematch_macro_f1,source_f1,timestamp,source_tag,target_tag,seed,source_experiment,timematch_experiment
france/31TCJ/2017,austria/33UVP/2017,0.5648312399410934,0.53023107277319,20260423_135555,FR2,AT1,111,pseltae_FR2,timematch_FR2_to_AT1
