source,target,timematch_macro_f1,source_f1,timestamp,source_tag,target_tag,seed,source_experiment,timematch_experiment
denmark/32VNH/2017,austria/33UVP/2017,0.5482155307256827,0.5345707997287599,20260423_165418,DK1,AT1,111,pseltae_DK1,timematch_DK1_to_AT1
