source,target,timematch_macro_f1,source_f1,timestamp,source_tag,target_tag,seed,source_experiment,timematch_experiment
france/30TXT/2017,denmark/32VNH/2017,0.5607915125415436,0.5302635328134317,20260423_150356,FR1,DK1,111,pseltae_FR1,timematch_FR1_to_DK1
