source,target,timematch_macro_f1,source_f1,timestamp,source_tag,target_tag,seed,source_experiment,timematch_experiment
france/30TXT/2017,austria/33UVP/2017,0.633669375849065,0.6243523766719584,20260423_153633,FR1,AT1,111,pseltae_FR1,timematch_FR1_to_AT1
