source,target,timematch_macro_f1,source_f1,timestamp,source_tag,target_tag,seed,source_experiment,timematch_experiment
austria/33UVP/2017,denmark/32VNH/2017,0.6226853686953525,0.6169891602166269,20260423_180421,AT1,DK1,111,pseltae_AT1,timematch_AT1_to_DK1
