run_type,source,target,seed,source_experiment,timematch_experiment,source_accuracy,timematch_accuracy,timematch_minus_source_accuracy,source_macro_f1,timematch_macro_f1,timematch_minus_source_macro_f1
baseline,austria/33UVP/2017,france/30TXT/2017,111,pseltae_AT1_baseline,timematch_AT1_to_FR1_baseline,0.8827696427800095,0.9200466502526888,0.03727700747267937,0.6156008900243156,0.6564126472980426,0.04081175727372699
