source,target,timematch_macro_f1,source_f1,timestamp,source_tag,target_tag,seed,source_experiment,timematch_experiment
denmark/32VNH/2017,france/30TXT/2017,0.5321541072884712,0.42476554181830306,20260423_163016,DK1,FR1,111,pseltae_DK1,timematch_DK1_to_FR1
