run_type,source,target,seed,source_experiment,timematch_experiment,source_accuracy,timematch_accuracy,timematch_minus_source_accuracy,source_macro_f1,timematch_macro_f1,timematch_minus_source_macro_f1
baseline,denmark/32VNH/2017,austria/33UVP/2017,111,pseltae_DK1_baseline,timematch_DK1_to_AT1_baseline,0.8854876436489373,0.8503000101698363,-0.03518763347910103,0.5345707997287599,0.5482155307256827,0.013644730996922871
