source,target,timematch_macro_f1,source_f1,timestamp,source_tag,target_tag,seed,source_experiment,timematch_experiment
denmark/32VNH/2017,france/31TCJ/2017,0.38727966247753104,0.4039101933102165,20260423_160031,DK1,FR2,111,pseltae_DK1,timematch_DK1_to_FR2
