source,target,timematch_macro_f1,source_f1,timestamp,source_tag,target_tag,seed,source_experiment,timematch_experiment
france/31TCJ/2017,denmark/32VNH/2017,0.48191355690139914,0.4051841733949498,20260423_132609,FR2,DK1,111,pseltae_FR2,timematch_FR2_to_DK1
