checkpoint_loaded,checkpoint_path,dataset,dynamics_delta_cosine_mean,dynamics_delta_cosine_std,feature_dim,feature_mode,min_source_class_count,num_classes,sequence_length_source,sequence_length_target,source,source_compactness,source_delta_activity,source_late_early_radius_ratio,source_radius_phase_cv,source_reliability,source_samples,source_separability,suggested_strength_factor,suggested_view,target,target_assignment_entropy,target_delta_activity,target_margin,target_margin_ratio,target_nearest_distance,target_samples,task,temporal_mismatch_burstiness,temporal_mismatch_cv,temporal_mismatch_mean,temporal_mismatch_std,temporal_mismatch_top20_ratio,uniform_k3_adjusted_compression,uniform_k3_compression,uniform_k5_adjusted_compression,uniform_k5_compression,uniform_k8_adjusted_compression,uniform_k8_compression,view_dynamics_score,view_global_score,view_segmented_score
True,/data/user/timematch/outputs/timematch_31TCJ_to_32VNH_closedset_noshift_sourcephasecompact_p5_v255b_baseline_allckpt_s010_rel003_baseline_epoch_100/fold_0/model.pt,remote,-0.042095255106687546,0.4022831618785858,128,pse,9,12,52,62,denmark/32VNH/2017,0.8485158554103691,1.4025428295135498,0.9071626663208008,0.17678377032279968,0.5221241968749346,2048,0.44303118166598404,0.8832373648958365,global,france/30TXT/2017,0.699443042740048,1.2416023015975952,0.11913944780826569,0.08844929933547974,1.0520024299621582,2048,DK1->FR1,1.7511030435562134,0.3307265986350648,1.5405008792877197,0.5094849467277527,0.28962522745132446,0.03728746932179052,0.064583791351007,0.10566398979573546,0.23627186395710864,0.08601315589207989,0.24328194321018137,0.0210004916591581,0.032949459583345955,0.004633019615381176
