group_name,group_value,metric,corr_with_class_f1,abs_corr,pair_count,row_count
source,AT1,pse_early_curve_distance,-0.15323165109084264,0.15323165109084264,30,30
source,AT1,target_curve_spread,-0.15318537376207472,0.15318537376207472,30,30
source,AT1,pse_mid_curve_distance,0.15057228899161748,0.15057228899161748,30,30
source,AT1,raw_curve_activity_range_gap,-0.14963071004120926,0.14963071004120926,30,30
source,AT1,raw_target_curve_activity_range,0.14963071004120926,0.14963071004120926,30,30
source,AT1,curve_spread_gap,0.14757675165348882,0.14757675165348882,30,30
source,AT1,raw_fisher_ratio_gap,0.1472121660329246,0.1472121660329246,30,30
source,AT1,raw_target_fisher_ratio,-0.1472121660329246,0.1472121660329246,30,30
source,AT1,best_shifted_curve_mse,0.14239857072172907,0.14239857072172907,30,30
source,AT1,raw_target_ndvi_q90_range_std,0.13615937406980627,0.13615937406980627,30,30
source,AT1,target_ndvi_q90_range_std,0.13615937406980627,0.13615937406980627,30,30
source,AT1,pse_late_curve_distance,-0.13454125994693303,0.13454125994693303,30,30
source,AT1,class_curve_variance_mean_gap,-0.12529862122068275,0.12529862122068275,30,30
source,AT1,raw_class_curve_variance_mean_gap,-0.12529862122068275,0.12529862122068275,30,30
source,AT1,raw_target_class_curve_variance_mean,0.12529862122068275,0.12529862122068275,30,30
source,AT1,target_class_curve_variance_mean,0.12529862122068275,0.12529862122068275,30,30
source,AT1,acf_distance,-0.12431862817692665,0.12431862817692665,30,30
source,AT1,class_relative_curve_structure_corr,-0.11837434975405717,0.11837434975405717,30,30
source,AT1,relation_structure_distance,0.11385206203720265,0.11385206203720265,30,30
source,AT1,domain_bandwise_curve_mse,0.11351036595102869,0.11351036595102869,30,30
source,AT1,global_curve_shift_mse,0.11351029486065484,0.11351029486065484,30,30
source,AT1,target_curve_activity_range,-0.10236921837623393,0.10236921837623393,30,30
source,AT1,curve_activity_range_gap,0.09037275885923209,0.09037275885923209,30,30
source,AT1,classwise_curve_shift_mse_mean,0.08725698874670589,0.08725698874670589,30,30
source,AT1,coral,0.08250195531867649,0.08250195531867649,30,30
source,AT1,class_relative_curve_structure_mse,0.0754326182959535,0.0754326182959535,30,30
source,AT1,pse_trend_curve_distance,0.06859007311213967,0.06859007311213967,30,30
source,AT1,target_fisher_ratio,0.06753520951192314,0.06753520951192314,30,30
source,AT1,source_fisher_ratio,0.056791689156419516,0.056791689156419516,30,30
source,AT1,ndvi_q90_range_mean_gap,-0.056287846640068175,0.056287846640068175,30,30
source,AT1,raw_ndvi_q90_range_mean_gap,-0.056287846640068175,0.056287846640068175,30,30
source,AT1,raw_target_ndvi_q90_range_mean,0.05628784664006813,0.05628784664006813,30,30
source,AT1,target_ndvi_q90_range_mean,0.05628784664006813,0.05628784664006813,30,30
source,AT1,prototype_distance,0.05482449404852952,0.05482449404852952,30,30
source,AT1,fisher_ratio_gap,0.04095084593360016,0.04095084593360016,30,30
source,AT1,mmd,0.038338636092450785,0.038338636092450785,30,30
source,AT1,raw_curve_spread_gap,-0.03442777269478507,0.03442777269478507,30,30
source,AT1,raw_target_curve_spread,0.03442777269478507,0.03442777269478507,30,30
source,AT1,source_curve_activity_range,-0.01588836358231235,0.01588836358231235,30,30
source,AT1,domain_ndvi_curve_mse,0.009045736315319982,0.009045736315319982,30,30
