run_type,source,target,seed,source_experiment,timematch_experiment,source_accuracy,timematch_accuracy,timematch_minus_source_accuracy,source_macro_f1,timematch_macro_f1,timematch_minus_source_macro_f1
baseline,france/31TCJ/2017,denmark/32VNH/2017,111,pseltae_FR2_baseline,timematch_FR2_to_DK1_baseline,0.7206754318123227,0.7704305233307553,0.049755091518432604,0.4337563158969832,0.46521104159410426,0.031454725697121044
