source,target,timematch_macro_f1,source_f1,timestamp,source_tag,target_tag,seed,source_experiment,timematch_experiment
austria/33UVP/2017,france/31TCJ/2017,0.5933814178529988,0.5750751230200516,20260423_171740,AT1,FR2,111,pseltae_AT1,timematch_AT1_to_FR2
